北京市,Beijing,593448,593448,134334,134334
天津市,Tianjin,512854,512854,113064,113064
河北省,Hebei,,,,
  石家庄市,  Shijiazhuang,419787,401329,143071,118137
  唐山市,  Tangshan,111421,111421,68029,42578
  秦皇岛市,  Qinhuangdao,155192,155292,31560,18047
  邯郸市,  Handan,58496,58496,81204,36370
  邢台市,  Xingtai,47351,47351,40442,14587
  保定市,  Baoding,174568,174568,74863,32628
  张家口市,  Zhangjiakou,67806,67806,39127,23160
  承德市,  Chengde,41144,41144,36876,14233
  沧州市,  Cangzhou,55485,35050,72424,20096
  廊坊市,  Langfang,156178,96569,27947,8935
  衡水市,  Hengshui,27336,27336,31293,19265
山西省,Shanxi,,,,
  太原市,  Taiyuan,421429,421429,127907,124930
  大同市,  Datong,28752,28752,29875,18228
  阳泉市,  Yangquan,13726,10643,9565,7627
  长治市,  Changzhi,39659,39659,34782,23885
  晋城市,  Jincheng,6283,6283,25550,17069
  朔州市,  Shuozhou,10642,10642,18931,5932
  晋中市,  Jinzhong,162846,119816,42064,12416
  运城市,  Yuncheng,52265,52265,42451,20750
  忻州市,  Xinzhou,20251,16603,36753,17200
  临汾市,  Linfen,44675,44675,27246,13062
  吕梁市,  Lvliang,22900,22900,26876,9552
内蒙古自治区,Inner Mongolia,,,,
  呼和浩特市,  Hohhot,235188,235188,42102,22451
  包头市,  Baotou,72320,72320,27874,24803
  乌海市,  Wuhai,3536,3536,4221,4221
  赤峰市,  Chifeng,20400,20400,35919,19254
  通辽市,  Tongliao,37052,29000,16082,736
  鄂尔多斯市,  Erdos,5894,5894,8167,8167
  呼伦贝尔市,  Hulunbuir,21539,12641,18414,2427
  巴彦淖尔市,  Bayannur,9843,8764,18563,11668
  乌兰察布市,  Ulanqab,20650,,10345,
辽宁省,Liaoning,,,,
  沈阳市,  Shenyang,404032,404032,91715,85978
  大连市,  Dalian,290025,290025,70702,63561
  鞍山市,  Anshan,35372,35372,17110,11045
  抚顺市,  Fushun,46035,46035,14571,12608
  本溪市,  Benxi,17974,17974,12299,11558
  丹东市,  Dandong,28487,28487,16807,12183
  锦州市,  Jinzhou,85209,85209,25166,20724
  营口市,  Yingkou,21303,21303,16599,10031
  阜新市,  Fuxin,41661,41661,16961,14711
  辽阳市,  Liaoyang,26616,26616,15552,12955
  盘锦市,  Panjin,7093,7093,9002,5195
  铁岭市,  Tieling,18011,18011,15157,7680
  朝阳市,  Chaoyang,5192,5192,18928,6468
  葫芦岛市,  Huludao,8696,,11920,878
吉林省,Jilin,,,,
  长春市,  Changchun,426081,426081,42990,40586
  吉林市,  Jilin,104873,104873,27383,22975
  四平市,  Siping,38353,38353,26405,11336
  辽源市,  Liaoyuan,5794,5794,2758,1926
  通化市,  Tonghua,12598,12598,6717,3387
  白山市,  Baishan,1516,1516,4519,4519
  松原市,  Songyuan,2890,2890,6263,3043
  白城市,  Baicheng,19800,19800,7979,3040
黑龙江省,Heilongjiang,,,,
  哈尔滨市,  Harbin,663749,655875,103431,77400
  齐齐哈尔市,  Qiqihar,63745,63745,27433,5666
  鸡西市,  Jixi,8260,8260,3654,1913
  鹤岗市,  Hegang,2218,2218,2018,862
  双鸭山市,  Shuangyashan,21584,8475,4277,521
  大庆市,  Daqing,64552,45030,8703,8040
  伊春市,  Yichun,1030,1030,862,862
  佳木斯市,  Jiamusi,33834,33834,13791,11380
  七台河市,  Qitaihe,2886,2886,488,320
  牡丹江市,  Mudanjiang,51797,51797,11232,3748
  黑河市,  Heihe,,,18639,2016
  绥化市,  Suihua,9894,9894,11983,269
上海市,Shanghai,511623,511623,119701,119701
江苏省,Jiangsu,,,,
  南京市,  Nanjing,812619,812619,54787,54787
  无锡市,  Wuxi,115341,102446,42039,31950
  徐州市,  Xuzhou,137631,137631,39798,29816
  常州市,  Changzhou,102994,102533,36013,29682
  苏州市,  Suzhou,214147,157060,57001,28879
  南通市,  Nantong,83218,83218,51699,10735
  连云港市,  Lianyungang,38717,38717,34768,19934
  淮安市,  Huai'an,68011,67927,44927,13546
  盐城市,  Yancheng,57287,56142,23339,23339
  扬州市,  Yangzhou,81550,75643,44716,31675
  镇江市,  Zhenjiang,85340,85340,19535,10082
  泰州市,  Taizhou,56212,56212,17091,10359
  宿迁市,  Suqian,18242,18242,53185,30561
浙江省,Zhejiang,,,,
  杭州市,  Hangzhou,475558,452034,106776,92534
  宁波市,  Ningbo,155767,,69026,31734
  温州市,  Wenzhou,83790,83790,64332,20233
  嘉兴市,  Jiaxing,52713,42704,48861,14514
  湖州市,  Huzhou,32199,32199,31893,9822
  绍兴市,  Shaoxing,83831,77655,51516,30260
  金华市,  Jinhua,34976,34976,68165,28917
  衢州市,  Quzhou,13681,13681,29006,14908
  舟山市,  Zhoushan,23468,23468,7721,7095
  台州市,  Taizhou,33567,25688,73779,20598
  丽水市,  Lishui,37614,37614,29898,6753
安徽省,Anhui,,,,
  合肥市,  Hefei,527104,495945,112467,75032
  芜湖市,  Wuhu,130181,130181,50270,26761
  蚌埠市,  Bengbu,61617,59907,58544,20581
  淮南市,  Huainan,77829,77829,32042,29257
  马鞍山市,  Maanshan,56187,56187,33420,21621
  淮北市,  Huaibei,38534,38534,23759,20369
  铜陵市,  Tongling,35658,35658,10401,9269
  安庆市,  Anqing,41497,37808,65164,11921
  黄山市,  Huangshan,22176,22176,15265,5021
  滁州市,  Chuzhou,49120,28031,62955,14884
  阜阳市,  Fuyang,36187,35678,104300,43221
  宿州市,  Suzhou,22604,22604,65102,23322
  六安市,  Lu'an,43111,41806,85039,34132
  亳州市,  Bozhou,12049,12049,72089,25244
  池州市,  Chizhou,22879,22879,17084,11038
  宣城市,  Xuancheng,6653,6653,34077,12199
福建省,Fujian,,,,
  福州市,  Fuzhou,320965,320965,101619,71768
  厦门市,  Xiamen,143992,143992,42668,42668
  莆田市,  Putian,21302,16262,33454,21532
  三明市,  Sanming,24654,18841,33720,9370
  泉州市,  Quanzhou,124078,48425,88582,41458
  漳州市,  Zhangzhou,71515,71515,31523,12492
  南平市,  Nanping,24476,8943,27159,4394
  龙岩市,  Longyan,17846,17846,24580,17085
  宁德市,  Ningde,10304,10304,19373,4996
江西省,Jiangxi,,,,
  南昌市,  Nanchang,587368,,119853,95562
  景德镇市,  Jingdezhen,29320,29320,8009,6733
  萍乡市,  Pingxiang,11300,11300,24211,16391
  九江市,  Jiujiang,88784,77562,32506,16319
  新余市,  Xinyu,38504,38504,17411,17411
  鹰潭市,  Yingtan,8082,8082,7502,5800
  赣州市,  Ganzhou,91497,91497,85107,51905
  吉安市,  Ji'an,18745,18745,36399,28799
  宜春市,  Yichun,44535,42813,33466,16089
  抚州市,  Fuzhou,30118,30118,13772,5963
  上饶市,  Shangrao,26166,,43184,19491
山东省,Shandong,,,,
  济南市,  Jinan,713965,676578,106075,90948
  青岛市,  Qingdao,322260,322260,119128,77086
  淄博市,  Zibo,102998,102998,37818,28016
  枣庄市,  Zaozhuang,30307,22700,49758,36473
  东营市,  Dongying,30019,26097,26275,15705
  烟台市,  Yantai,182629,150039,91441,46034
  潍坊市,  Weifang,198784,147258,125110,47881
  济宁市,  Jining,103965,40929,48710,14426
  泰安市,  Tai'an,109281,109281,53786,31892
  威海市,  Weihai,70678,50264,22077,15302
  日照市,  Rizhao,29539,29539,34478,30274
  莱芜市,  Laiwu,9893,9893,10909,10909
  临沂市,  Linyi,69602,69602,79657,38801
  德州市,  Dezhou,51250,39149,56634,30901
  聊城市,  Liaocheng,43671,43671,50485,16331
  滨州市,  Binzhou,51772,51772,46968,20336
  菏泽市,  Heze,48866,42951,57897,22035
河南省,Henan,,,,
  郑州市,  Zhengzhou,824152,601523,278432,206950
  开封市,  Kaifeng,89321,89321,77587,29511
  洛阳市,  Luoyang,130773,129479,103230,68412
  平顶山市,  Pingdingshan,55169,55169,47245,28553
  安阳市,  Anyang,72862,72862,38496,20587
  鹤壁市,  Hebi,12135,12135,31511,18181
  新乡市,  Xinxiang,143288,141534,76825,17903
  焦作市,  Jiaozuo,97438,95852,50324,30705
  濮阳市,  Puyang,8401,8401,37926,19606
  许昌市,  Xuchang,35568,35392,43647,14354
  漯河市,  Luohe,26540,26540,37775,22400
  三门峡市,  Sanmenxia,13048,13048,22366,12391
  南阳市,  Nanyang,74511,72408,80022,39105
  商丘市,  Shangqiu,84205,80355,57892,26635
  信阳市,  Xinyang,62402,61315,60004,15112
  周口市,  Zhoukou,46142,46142,58670,35210
  驻马店市,  Zhumadian,34272,34272,57677,17631
湖北省,Hubei,,,,
  武汉市,  Wuhan,956789,,216882,
  黄石市,  Huangshi,43072,43072,15525,9936
  十堰市,  Shiyan,51286,51254,22025,6597
  宜昌市,  Yichang,58123,58123,26523,11450
  襄阳市,  Xiangyang,50957,50957,27641,17846
  鄂州市,  Ezhou,15255,15255,5913,5913
  荆门市,  Jingmen,14078,14078,13796,5495
  孝感市,  Xiaogan,43805,43805,21300,10275
  荆州市,  Jingzhou,97457,97457,30278,17851
  黄冈市,  Huanggang,40849,40849,42991,10592
  咸宁市,  Xianning,40191,11881,15709,5120
  随州市,  Suizhou,6028,,6470,1929
湖南省,Hunan,,,,
  长沙市,  Changsha,569400,461282,101402,66951
  株洲市,  Zhuzhou,82761,82761,43526,30805
  湘潭市,  Xiangtan,122300,122300,26863,15502
  衡阳市,  Hengyang,109023,109023,70854,41190
  邵阳市,  Shaoyang,28230,28230,71344,23998
  岳阳市,  Yueyang,43783,43783,51831,25633
  常德市,  Changde,44724,41844,47607,16303
  张家界市,  Zhangjiajie,12608,12608,10907,5520
  益阳市,  Yiyang,32568,32568,32886,16413
  郴州市,  Chenzhou,24460,24460,36271,23298
  永州市,  Yongzhou,25900,25900,53689,17274
  怀化市,  Huaihua,37570,37570,46866,24225
  娄底市,  Loudi,27771,27771,35273,21438
广东省,Guangdong,,,,
  广州市,  Guangzhou,1043221,1043221,237130,237130
  韶关市,  Shaoguan,38509,38509,25003,16210
  深圳市,  Shenzhen,90112,90112,38145,38145
  珠海市,  Zhuhai,132000,132000,21326,21326
  汕头市,  Shantou,10005,10005,95027,94827
  佛山市,  Foshan,49395,49395,90724,90724
  江门市,  Jiangmen,39490,39490,59673,43083
  湛江市,  Zhanjiang,,,84010,55897
  茂名市,  Maoming,35712,35712,91679,35100
  肇庆市,  Zhaoqing,81441,81441,59057,43861
  惠州市,  Huizhou,34174,34174,83870,
  梅州市,  Meizhou,25303,25303,40439,23753
  汕尾市,  Shanwei,5626,5626,18438,3627
  河源市,  Heyuan,11350,11350,35369,27609
  阳江市,  Yangjiang,9703,9703,14196,7171
