北京市,Beijing,0.75,0.63,21.31,21.55,77.95,77.82
天津市,Tianjin,1.28,0.82,49.38,49.50,49.34,49.68
河北省,Hebei,,,,,,
  石家庄市,  Shijiazhuang,9.43,4.63,46.76,39.72,43.81,55.66
  唐山市,  Tangshan,8.97,5.10,57.75,57.92,33.27,36.98
  秦皇岛市,  Qinhuangdao,14.55,1.83,37.44,33.52,48.01,64.65
  邯郸市,  Handan,13.09,1.16,50.11,51.83,36.80,47.01
  邢台市,  Xingtai,16.60,1.96,47.36,44.26,36.04,53.78
  保定市,  Baoding,14.01,1.65,51.50,60.74,34.48,37.61
  张家口市,  Zhangjiakou,17.76,2.60,42.66,49.63,39.58,47.77
  承德市,  Chengde,16.81,1.86,49.98,53.56,33.20,44.58
  沧州市,  Cangzhou,10.14,0.92,51.97,50.01,37.89,49.07
  廊坊市,  Langfang,9.45,4.39,48.06,25.79,42.50,69.81
  衡水市,  Hengshui,14.49,5.44,47.86,59.29,37.65,35.27
山西省,Shanxi,,,,,,
  太原市,  Taiyuan,1.54,0.68,40.00,39.03,58.47,60.30
  大同市,  Datong,5.70,1.28,44.47,47.41,49.83,51.31
  阳泉市,  Yangquan,1.79,0.68,54.63,49.73,43.58,49.59
  长治市,  Changzhi,4.37,0.96,58.33,47.80,37.29,51.24
  晋城市,  Jincheng,4.22,0.46,58.76,36.76,37.02,62.78
  朔州市,  Shuozhou,6.12,3.80,54.09,56.65,39.79,39.54
  晋中市,  Jinzhong,9.92,8.51,47.45,39.69,42.63,51.80
  运城市,  Yuncheng,16.41,6.20,41.34,30.96,42.25,62.84
  忻州市,  Xinzhou,9.55,7.26,47.54,29.14,42.91,63.60
  临汾市,  Linfen,7.82,4.00,54.33,28.72,37.84,67.28
  吕梁市,  Lvliang,6.24,2.90,62.18,31.07,31.59,66.02
内蒙古自治区,Inner Mongolia,,,,,,
  呼和浩特市,  Hohhot,4.34,1.23,29.31,21.29,66.36,77.48
  包头市,  Baotou,2.77,0.97,49.29,45.19,47.94,53.83
  乌海市,  Wuhai,0.79,0.79,63.40,63.40,35.81,35.81
  赤峰市,  Chifeng,15.43,8.57,48.34,48.40,36.23,43.04
  通辽市,  Tongliao,14.18,8.13,56.47,52.07,29.35,39.80
  鄂尔多斯市,  Erdos,2.46,0.17,58.10,36.50,39.44,63.34
  呼伦贝尔市,  Hulunbuir,17.21,3.20,45.58,47.49,37.21,49.32
  巴彦淖尔市,  Bayannur,19.42,16.04,55.13,51.27,25.45,32.69
  乌兰察布市,  Ulanqab,15.10,2.67,49.75,48.67,35.15,48.66
辽宁省,Liaoning,,,,,,
  沈阳市,  Shenyang,4.58,1.54,49.88,47.65,45.53,50.81
  大连市,  Dalian,5.77,2.41,48.30,53.50,45.93,44.09
  鞍山市,  Anshan,5.50,0.75,50.56,50.40,43.94,48.85
  抚顺市,  Fushun,7.29,2.64,54.29,57.01,38.41,40.35
  本溪市,  Benxi,5.43,1.97,54.80,55.89,39.77,42.14
  丹东市,  Dandong,14.15,4.34,44.92,38.26,40.93,57.40
  锦州市,  Jinzhou,14.78,3.15,46.40,46.41,38.82,50.44
  营口市,  Yingkou,7.15,2.87,50.25,55.43,42.60,41.70
  阜新市,  Fuxin,19.72,1.75,44.69,61.28,35.60,36.97
  辽阳市,  Liaoyang,6.58,3.12,58.07,53.68,35.35,43.19
  盘锦市,  Panjin,8.79,0.43,56.70,58.97,34.51,40.61
  铁岭市,  Tieling,23.89,5.18,41.69,38.88,34.42,55.93
  朝阳市,  Chaoyang,21.61,7.99,42.57,45.85,35.82,46.16
  葫芦岛市,  Huludao,13.18,6.77,44.30,50.40,42.53,42.82
吉林省,Jilin,,,,,,
  长春市,  Changchun,6.21,0.79,52.67,58.22,41.12,40.99
  吉林市,  Jilin,10.40,3.47,46.95,48.78,42.66,47.75
  四平市,  Siping,24.12,4.08,46.20,68.61,29.67,27.31
  辽源市,  Liaoyuan,8.56,1.29,58.45,60.56,33.00,38.14
  通化市,  Tonghua,8.76,1.41,52.95,68.42,38.29,30.17
  白山市,  Baishan,8.87,5.22,59.08,58.57,32.05,36.21
  松原市,  Songyuan,16.58,3.16,45.96,66.76,37.46,30.09
  白城市,  Baicheng,16.71,12.69,46.47,20.16,36.82,67.15
黑龙江省,Heilongjiang,,,,,,
  哈尔滨市,  Harbin,11.73,3.48,33.41,35.93,54.86,60.58
  齐齐哈尔市,  Qiqihar,23.98,4.06,32.78,33.71,43.24,62.23
