  菏泽市,  Heze,36520,32374,218438,50141
河南省,Henan,,,,
  郑州市,  Zhengzhou,783240,575385,177000,87103
  开封市,  Kaifeng,120078,120078,152098,50767
  洛阳市,  Luoyang,124241,124241,229530,134079
  平顶山市,  Pingdingshan,56458,56458,130182,48489
  安阳市,  Anyang,67227,67227,120172,39093
  鹤壁市,  Hebi,11370,11370,60098,35991
  新乡市,  Xinxiang,143053,141995,191291,59583
  焦作市,  Jiaozuo,93824,93050,71934,18551
  濮阳市,  Puyang,8110,8110,117086,47197
  许昌市,  Xuchang,34647,34315,123229,28104
  漯河市,  Luohe,25646,25646,74219,48412
  三门峡市,  Sanmenxia,12767,12767,71332,23081
  南阳市,  Nanyang,70399,69246,260216,89006
  商丘市,  Shangqiu,77593,74904,238464,69121
  信阳市,  Xinyang,76776,76776,276698,45522
  周口市,  Zhoukou,34815,34815,287074,50611
  驻马店市,  Zhumadian,33211,33211,220265,52200
湖北省,Hubei,,,,
  武汉市,  Wuhan,962106,962106,225266,225266
  黄石市,  Huangshi,36944,36944,42207,14646
  十堰市,  Shiyan,49675,49675,51257,25941
  宜昌市,  Yichang,59173,59173,87157,39643
  襄阳市,  Xiangyang,52559,52559,116845,63420
  鄂州市,  Ezhou,14800,14800,18319,18319
  荆门市,  Jingmen,20409,20409,58590,22050
  孝感市,  Xiaogan,39230,39230,70393,19577
  荆州市,  Jingzhou,111829,111829,103186,27179
  黄冈市,  Huanggang,46365,46365,121249,13434
  咸宁市,  Xianning,40191,40191,58438,18995
  随州市,  Suizhou,6150,6150,41523,20707
湖南省,Hunan,,,,
  长沙市,  Changsha,547514,445893,260154,154978
  株洲市,  Zhuzhou,89289,87915,54306,36907
  湘潭市,  Xiangtan,122716,122716,48795,23841
  衡阳市,  Hengyang,105260,105260,123218,24917
  邵阳市,  Shaoyang,27553,27553,118908,13741
  岳阳市,  Yueyang,48701,48701,133771,48234
  常德市,  Changde,41761,39412,138321,41921
  张家界市,  Zhangjiajie,11920,11920,24111,6619
  益阳市,  Yiyang,31568,31568,89066,38026
  郴州市,  Chenzhou,23942,21766,64356,39709
  永州市,  Yongzhou,24916,24916,127996,35699
  怀化市,  Huaihua,36614,36614,60146,12409
  娄底市,  Loudi,28316,28316,74541,30862
广东省,Guangdong,,,,
  广州市,  Guangzhou,1019291,863934,178106,144491
  韶关市,  Shaoguan,36768,36768,91809,40848
  深圳市,  Shenzhen,87674,87674,114797,114797
  珠海市,  Zhuhai,132000,132000,30008,30008
  汕头市,  Shantou,9845,9845,261314,258814
  佛山市,  Foshan,46706,46706,208318,208318
  江门市,  Jiangmen,38722,38722,81702,33536
  湛江市,  Zhanjiang,76448,76448,193675,59296
  茂名市,  Maoming,33600,28374,301632,96522
  肇庆市,  Zhaoqing,75810,75810,152386,62846
  惠州市,  Huizhou,30183,30183,94257,52406
  梅州市,  Meizhou,23519,23549,115909,29156
  汕尾市,  Shanwei,5095,5095,104300,21900
  河源市,  Heyuan,12686,12686,70632,10766
  阳江市,  Yangjiang,8956,8956,56507,15986
  清远市,  Qingyuan,14072,14072,75688,27865
  东莞市,  Dongguan,69866,69866,78053,78053
  中山市,  Zhongshan,39964,39964,46957,46957
  潮州市,  Chaozhou,17210,17210,86668,59918
  揭阳市,  Jieyang,12242,7418,299764,93142
  云浮市,  Yunfu,10748,,55498,7918
广西壮族自治区,Guangxi,,,,
  南宁市,  Nanning,356236,351690,121357,59281
  柳州市,  Liuzhou,69018,69018,136825,95862
  桂林市,  Guilin,186725,186147,120624,46296
  梧州市,  Wuzhou,14240,14240,53447,15674
  北海市,  Beihai,21800,21800,61791,31924
  防城港市,  Fangchenggang,3352,3352,14340,9874
  钦州市,  Qinzhou,17749,14869,73487,24814
  贵港市,  Guigang,,,154484,81823
  玉林市,  Yulin,17418,17418,193296,59008
  百色市,  Baise,27648,23977,58638,1578
  贺州市,  Hezhou,10049,10049,30359,11390
  河池市,  Hechi,15174,4054,67664,9753
  来宾市,  Laibin,7267,7267,55433,32087
  崇左市,  Chongzuo,38886,19016,26140,5960
海南省,Hainan,,,,
  海口市,  Haikou,180565,180565,31024,31024
  三亚市,  Sanya,45718,45718,14073,14073
  三沙市,  Sansa,,,,
重庆市,Chongqing,740534,740534,1127025,653264
四川省,Sichuan,,,,
  成都市,  Chengdu,729338,,436467,215574
  自贡市,  Zigong,44011,44011,42491,17308
  攀枝花市,  Panzhihua,29085,29085,41297,41297
  泸州市,  Luzhou,44684,41843,157951,60690
  德阳市,  Deyang,67148,37927,90629,28729
  绵阳市,  Mianyang,119261,109482,174978,89181
  广元市,  Guangyuan,14656,14656,99072,41194
  遂宁市,  Suining,14012,14012,57022,26466
  内江市,  Neijiang,26661,24511,56651,19215
  乐山市,  Leshan,48704,48704,92601,47903
  南充市,  Nanchong,70068,70068,144022,48804
  眉山市,  Meishan,23261,6359,53133,15932
  宜宾市,  Yibin,24531,24531,158317,57969
  广安市,  Guang'an,8590,8590,91990,32171
  达州市,  Dazhou,22210,22150,100302,19953
  雅安市,  Ya'an,44273,44273,21717,9180
  巴中市,  Bazhong,811,811,82196,36443
  资阳市,  Ziyang,2302,2302,112813,30504
贵州省,Guizhou,,,,
  贵阳市,  Guiyang,359318,335822,87563,55960
  六盘水市,  Liupanshui,10220,10220,86299,27014
  遵义市,  Zunyi,67048,67048,184896,56272
  安顺市,  Anshun,13134,13134,48446,23173
  毕节市,  Bijie,13405,18554,176041,38320
  铜仁市,  Tongren,23763,23763,104969,20778
云南省,Yunnan,,,,
  昆明市,  Kunming,409933,409933,273875,194033
  曲靖市,  Qujing,24356,24356,8895,20452
  玉溪市,  Yuxi,18442,14585,38954,10482
  保山市,  Baoshan,11671,11671,51011,19278
  昭通市,  Zhaotong,7576,,130023,36256
  丽江市,  Lijiang,23732,,23603,5023
  普洱市,  Pu'er,9750,9750,50243,21888
  临沧市,  Lincang,5295,5295,29827,10455
西藏自治区,Tibet,,,,
  拉萨市,  Lasa,24936,24936,17479,7126
陕西省,Shaanxi,,,,
  西安市,  Xi'an,766373,742781,355687,304145
  铜川市,  Tongchuan,2415,2415,18672,17986
  宝鸡市,  Baoji,32731,32731,81229,27462
  咸阳市,  Xianyang,121895,121895,178613,42009
  渭南市,  Weinan,15000,15000,154298,35723
  延安市,  Yan'an,25786,25786,79288,24753
  汉中市,  Hanzhong,42310,31807,79632,12218
  榆林市,  Yulin,16644,16644,201692,55048
  安康市,  Ankang,20894,20894,83184,22414
  商洛市,  Shangluo,17165,17165,50312,12403
甘肃省,Gansu,,,,
  兰州市,  Lanzhou,414182,414182,142497,108893
  嘉峪关市,  Jiayuguan,2867,2867,6231,6231
  金昌市,  Jinchang,2943,2943,11666,5567
  白银市,  Baiyin,2641,2641,62201,17348
  天水市,  Tianshui,38047,38047,117693,46419
  武威市,  Wuwei,19457,19457,53307,25762
  张掖市,  Zhangye,20139,20139,39224,17213
  平凉市,  Pingliang,5917,5917,85967,10288
  酒泉市,  Jiuquan,7797,7797,24469,19624
  庆阳市,  Qingyang,16235,15715,60106,8623
  定西市,  Dingxi,5222,5222,108103,24411
  陇南市,  Longnan,5731,3000,51013,11503
青海省,Qinghai,,,,
  西宁市,  Xining,67257,67257,45233,24074
  海东市,  Haidong,,,32611,
宁夏回族自治区,  Ningxia,,,,
  银川市,  Yinchuan,93508,88306,95722,69985
  石嘴山市,  Shizuishan,7802,7802,16251,11227
  吴忠市,  Wuzhong,3567,3567,30163,10614
  固原市,  Guyuan,6820,6820,36028,13733
  中卫市,  Zhongwei,,,25869,10096
新疆维吾尔自治区,Xinjiang,,,,
  乌鲁木齐市,  Urumqi,167580,167580,238733,238366
  克拉玛依市,  Karamay,4897,4897,9789,9789
