  赣州市,  Ganzhou,125,37,5.27
  吉安市,  Ji'an,49,10,3.66
  宜春市,  Yichun,68,16,2.69
  抚州市,  Fuzhou,58,18,2.73
  上饶市,  Shangrao,49,28,13.24
山东省,Shandong,,,
  济南市,  Jinan,383,101,11.60
  青岛市,  Qingdao,469,146,14.24
  淄博市,  Zibo,257,89,8.60
  枣庄市,  Zaozhuang,134,52,4.37
  东营市,  Dongying,112,38,3.25
  烟台市,  Yantai,318,88,11.61
  潍坊市,  Weifang,168,63,6.37
  济宁市,  Jining,177,48,10.77
  泰安市,  Tai'an,127,44,6.09
  威海市,  Weihai,186,48,7.14
  日照市,  Rizhao,100,30,4.89
  莱芜市,  Laiwu,104,28,4.63
  临沂市,  Linyi,189,53,8.24
  德州市,  Dezhou,144,39,8.22
  聊城市,  Liaocheng,85,27,4.97
  滨州市,  Binzhou,81,21,2.49
  菏泽市,  Heze,95,32,6.71
河南省,Henan,,,
  郑州市,  Zhengzhou,371,95,36.73
  开封市,  Kaifeng,69,,12.21
  洛阳市,  Luoyang,192,65,21.84
  平顶山市,  Pingdingshan,73,29,16.48
  安阳市,  Anyang,80,26,14.98
  鹤壁市,  Hebi,64,15,9.43
  新乡市,  Xinxiang,105,30,24.36
  焦作市,  Jiaozuo,106,40,19.41
  濮阳市,  Puyang,54,18,20.53
  许昌市,  Xuchang,74,20,76.29
  漯河市,  Luohe,70,18,6.27
  三门峡市,  Sanmenxia,30,9,16.22
  南阳市,  Nanyang,122,35,5.71
  商丘市,  Shangqiu,62,11,3.65
  信阳市,  Xinyang,76,24,2.11
  周口市,  Zhoukou,48,13,14.41
  驻马店市,  Zhumadian,70,17,5.13
湖北省,Hubei,,,
  武汉市,  Wuhan,989,248,56.90
  黄石市,  Huangshi,80,21,33.76
  十堰市,  Shiyan,95,29,1.88
  宜昌市,  Yichang,148,39,3.48
  襄阳市,  Xiangyang,158,43,4.30
  鄂州市,  Ezhou,64,18,4.02
  荆门市,  Jingmen,55,17,2.30
  孝感市,  Xiaogan,49,4,4.80
  荆州市,  Jingzhou,74,20,4.38
  黄冈市,  Huanggang,36,12,9.94
  咸宁市,  Xianning,44,24,2.93
  随州市,  Suizhou,39,14,2.95
湖南省,Hunan,,,
  长沙市,  Changsha,269,101,14.08
  株洲市,  Zhuzhou,115,45,13.33
  湘潭市,  Xiangtan,80,27,12.16
  衡阳市,  Hengyang,128,42,18.36
  邵阳市,  Shaoyang,53,20,12.16
  岳阳市,  Yueyang,89,25,6.30
  常德市,  Changde,86,23,3.43
  张家界市,  Zhangjiajie,34,11,1.24
  益阳市,  Yiyang,92,28,4.97
  郴州市,  Chenzhou,145,23,6.45
  永州市,  Yongzhou,60,15,1.89
  怀化市,  Huaihua,62,18,9.31
  娄底市,  Loudi,47,16,10.96
广东省,Guangdong,,,
  广州市,  Guangzhou,,,
  韶关市,  Shaoguan,96,32,3.34
  深圳市,  Shenzhen,889,240,44.52
  珠海市,  Zhuhai,124,44,7.19
  汕头市,  Shantou,245,97,12.53
  佛山市,  Foshan,,,
  江门市,  Jiangmen,185,53,10.36
  湛江市,  Zhanjiang,99,33,5.81
  茂名市,  Maoming,120,57,4.42
  肇庆市,  Zhaoqing,87,26,12.32
  惠州市,  Huizhou,229,69,8.49
  梅州市,  Meizhou,50,14,1.64
  汕尾市,  Shanwei,16,7,3.80
  河源市,  Heyuan,32,9,8.84
  阳江市,  Yangjiang,58,21,7.44
  清远市,  Qingyuan,87,30,2.38
  东莞市,  Dongguan,922,279,37.48
  中山市,  Zhongshan,112,40,6.28
  潮州市,  Chaozhou,115,44,8.13
  揭阳市,  Jieyang,96,29,9.31
  云浮市,  Yunfu,34,18,4.46
广西壮族自治区,Guangxi,,,
  南宁市,  Nanning,280,85,4.26
  柳州市,  Liuzhou,180,47,17.70
  桂林市,  Guilin,71,19,12.57
  梧州市,  Wuzhou,52,18,2.90
  北海市,  Beihai,70,26,7.31
  防城港市,  Fangchenggang,22,5,0.78
  钦州市,  Qinzhou,88,28,1.81
  贵港市,  Guigang,65,22,1.83
  玉林市,  Yulin,67,26,5.30
  百色市,  Baise,37,15,1.00
  贺州市,  Hezhou,36,20,0.65
  河池市,  Hechi,22,7,0.94
  来宾市,  Laibin,40,11,0.92
  崇左市,  Chongzuo,17,6,0.58
海南省,Hainan,,,
  海口市,  Haikou,122,50,5.34
  三亚市,  Sanya,75,20,3.91
  三沙市,  Sansa,,,
重庆市,Chongqing,1029,327,3.48
四川省,Sichuan,,,
  成都市,  Chengdu,550,190,25.32
  自贡市,  Zigong,109,35,7.60
  攀枝花市,  Panzhihua,72,20,3.57
  泸州市,  Luzhou,108,30,5.06
  德阳市,  Deyang,72,21,11.11
  绵阳市,  Mianyang,110,30,7.01
  广元市,  Guangyuan,51,13,1.11
  遂宁市,  Suining,75,24,4.00
  内江市,  Neijiang,66,25,4.21
  乐山市,  Leshan,67,22,2.67
  南充市,  Nanchong,117,42,4.63
  眉山市,  Meishan,43,16,3.23
  宜宾市,  Yibin,98,27,5.34
  广安市,  Guang'an,46,15,3.00
  达州市,  Dazhou,72,26,2.30
  雅安市,  Ya'an,25,8,1.49
  巴中市,  Bazhong,40,20,1.56
  资阳市,  Ziyang,43,11,2.63
贵州省,Guizhou,,,
  贵阳市,  Guiyang,218,55,8.63
  六盘水市,  Liupanshui,37,11,7.92
  遵义市,  Zunyi,86,36,6.53
  安顺市,  Anshun,47,12,2.76
  毕节市,  Bijie,39,11,1.14
  铜仁市,  Tongren,24,8,1.30
云南省,Yunnan,,,
  昆明市,  Kunming,407,210,8.82
  曲靖市,  Qujing,66,18,4.25
  玉溪市,  Yuxi,25,5,2.49
  保山市,  Baoshan,22,8,0.44
  昭通市,  Zhaotong,61,8,2.82
  丽江市,  Lijiang,21,4,1.67
  普洱市,  Pu'er,24,5,0.59
  临沧市,  Lincang,17,9,0.66
西藏自治区,Tibet,,,
  拉萨市,  Lasa,,,
陕西省,Shaanxi,,,
  西安市,  Xi'an,434,101,12.12
  铜川市,  Tongchuan,50,20,2.08
  宝鸡市,  Baoji,86,10,2.37
  咸阳市,  Xianyang,90,23,17.05
  渭南市,  Weinan,60,26,4.75
  延安市,  Yan'an,36,15,1.01
  汉中市,  Hanzhong,34,6,6.12
  榆林市,  Yulin,96,32,1.36
  安康市,  Ankang,39,13,1.07
  商洛市,  Shangluo,16,3,0.60
甘肃省,Gansu,,,
  兰州市,  Lanzhou,208,53,12.75
  嘉峪关市,  Jiayuguan,65,13,2.21
  金昌市,  Jinchang,40,7,1.32
  白银市,  Baiyin,60,17,1.73
  天水市,  Tianshui,46,9,0.79
  武威市,  Wuwei,31,20,0.61
  张掖市,  Zhangye,35,16,0.83
  平凉市,  Pingliang,33,13,1.70
  酒泉市,  Jiuquan,43,10,1.27
  庆阳市,  Qingyang,25,8,2.51
  定西市,  Dingxi,33,10,0.91
  陇南市,  Longnan,14,7,0.30
青海省,Qinghai,,,
  西宁市,  Xining,84,43,16.47
  海东市,  Haidong,6,4,0.20
宁夏回族自治区,Ningxia,,,
  银川市,  Yinchuan,149,46,6.45
  石嘴山市,  Shizuishan,51,22,2.25
  吴忠市,  Wuzhong,46,15,4.16
  固原市,  Guyuan,36,13,0.80
  中卫市,  Zhongwei,38,11,0.55
新疆维吾尔自治区,Xinjiang,,,
  乌鲁木齐市,  Urumqi,412,142,4.30
  克拉玛依市,  Karamay,68,24,0.88
