  亳州市,  Bozhou,11219,11219,73355,24693
  池州市,  Chizhou,24178,24178,14475,9545
  宣城市,  Xuancheng,6802,6802,31950,10957
福建省,Fujian,,,,
  福州市,  Fuzhou,317477,317477,92392,64530
  厦门市,  Xiamen,142948,142948,44162,44162
  莆田市,  Putian,21005,16079,31185,20241
  三明市,  Sanming,24648,18949,30701,8998
  泉州市,  Quanzhou,125999,89924,92099,41498
  漳州市,  Zhangzhou,71449,71449,28824,11468
  南平市,  Nanping,25238,23935,25475,17884
  龙岩市,  Longyan,18044,18044,23846,16729
  宁德市,  Ningde,10452,6856,18321,2363
江西省,Jiangxi,,,,
  南昌市,  Nanchang,611819,611819,94509,75207
  景德镇市,  Jingdezhen,32210,30253,7696,6237
  萍乡市,  Pingxiang,11632,11632,22924,15937
  九江市,  Jiujiang,92430,79962,26021,13028
  新余市,  Xinyu,39767,39767,16967,16967
  鹰潭市,  Yingtan,8607,8607,7636,5687
  赣州市,  Ganzhou,137176,137176,73859,38609
  吉安市,  Ji'an,34833,34833,25592,8255
  宜春市,  Yichun,43200,39484,23814,6355
  抚州市,  Fuzhou,29035,29035,7819,3571
  上饶市,  Shangrao,28820,,39222,17139
山东省,Shandong,,,,
  济南市,  Jinan,726301,726301,120537,115244
  青岛市,  Qingdao,340875,340875,119626,
  淄博市,  Zibo,107151,105530,30596,22329
  枣庄市,  Zaozhuang,34024,25922,50462,37135
  东营市,  Dongying,32624,27044,24397,17432
  烟台市,  Yantai,195488,160899,86034,44715
  潍坊市,  Weifang,171283,116878,120986,49358
  济宁市,  Jining,110651,40957,46725,14426
  泰安市,  Tai'an,130858,130858,47156,27673
  威海市,  Weihai,85467,61123,22296,15078
  日照市,  Rizhao,29145,29145,30258,19276
  莱芜市,  Laiwu,11012,11012,10168,10168
  临沂市,  Linyi,75748,75748,76055,35393
  德州市,  Dezhou,58413,44682,52961,29850
  聊城市,  Liaocheng,45418,45418,50541,14381
  滨州市,  Binzhou,53567,53567,40614,17965
  菏泽市,  Heze,50617,43650,54702,23330
河南省,Henan,,,,
  郑州市,  Zhengzhou,889329,649328,287614,206475
  开封市,  Kaifeng,91191,91191,42007,28657
  洛阳市,  Luoyang,134827,132592,105412,68377
  平顶山市,  Pingdingshan,57913,57913,53452,30736
  安阳市,  Anyang,78308,78308,41706,21508
  鹤壁市,  Hebi,13833,13833,33265,19731
  新乡市,  Xinxiang,150912,148887,68584,33726
  焦作市,  Jiaozuo,74003,61717,39997,31950
  濮阳市,  Puyang,11212,11212,45344,20044
  许昌市,  Xuchang,38659,38311,34046,13748
  漯河市,  Luohe,30763,30763,39614,23905
  三门峡市,  Sanmenxia,14035,14035,16209,9968
  南阳市,  Nanyang,80438,77358,77993,40939
  商丘市,  Shangqiu,91113,85329,49441,23721
  信阳市,  Xinyang,68668,67700,62899,16821
  周口市,  Zhoukou,42301,42301,51193,25917
  驻马店市,  Zhumadian,24039,24039,54925,23264
湖北省,Hubei,,,,
  武汉市,  Wuhan,948768,,212308,
  黄石市,  Huangshi,42205,42205,15139,9869
  十堰市,  Shiyan,52491,52414,22858,12369
  宜昌市,  Yichang,58116,58116,26388,11489
  襄阳市,  Xiangyang,50213,50213,28715,18748
  鄂州市,  Ezhou,17396,17396,6432,6432
  荆门市,  Jingmen,12674,12674,14231,5808
  孝感市,  Xiaogan,43700,43700,21404,9580
  荆州市,  Jingzhou,91786,91786,32901,22212
  黄冈市,  Huanggang,40487,40487,40261,11020
  咸宁市,  Xianning,41000,12000,15898,4848
  随州市,  Suizhou,6111,,8359,3260
湖南省,Hunan,,,,
  长沙市,  Changsha,590020,481845,103390,48464
  株洲市,  Zhuzhou,94042,94042,31641,17021
  湘潭市,  Xiangtan,129780,129780,24168,13947
  衡阳市,  Hengyang,118657,118657,72674,41263
  邵阳市,  Shaoyang,29208,29208,72644,24100
  岳阳市,  Yueyang,45171,45171,55090,19698
  常德市,  Changde,46921,43603,53633,18766
  张家界市,  Zhangjiajie,21431,13608,12899,5620
  益阳市,  Yiyang,34399,34399,32919,17252
  郴州市,  Chenzhou,26236,26236,34493,17438
  永州市,  Yongzhou,27721,27721,58401,16700
  怀化市,  Huaihua,29202,29202,49759,22075
  娄底市,  Loudi,28728,28728,34238,18792
广东省,Guangdong,,,,
  广州市,  Guangzhou,1057281,1057281,216974,216974
  韶关市,  Shaoguan,39044,39044,24888,15557
  深圳市,  Shenzhen,91883,91883,39665,39665
  珠海市,  Zhuhai,133626,133626,21597,21597
  汕头市,  Shantou,10817,10817,77800,77700
  佛山市,  Foshan,49994,49994,88455,88455
  江门市,  Jiangmen,40055,40055,69148,41095
  湛江市,  Zhanjiang,108882,98742,71251,52472
  茂名市,  Maoming,37900,37900,47980,18298
  肇庆市,  Zhaoqing,86556,86556,58290,43901
  惠州市,  Huizhou,37322,37322,81697,
  梅州市,  Meizhou,25874,25874,32523,19596
  汕尾市,  Shanwei,5866,5866,12211,3520
  河源市,  Heyuan,12085,12085,32181,25868
  阳江市,  Yangjiang,9884,9884,14751,7941
  清远市,  Qingyuan,12624,12624,32755,18245
  东莞市,  Dongguan,112603,112603,74700,74700
  中山市,  Zhongshan,48661,48661,23139,23139
  潮州市,  Chaozhou,17311,17311,10606,7986
  揭阳市,  Jieyang,11944,6906,117899,25365
  云浮市,  Yunfu,9050,9050,25088,12602
广西壮族自治区,Guangxi,,,,
  南宁市,  Nanning,400531,400531,295749,282189
  柳州市,  Liuzhou,76065,76065,66657,63036
  桂林市,  Guilin,229590,229590,38051,19068
  梧州市,  Wuzhou,19081,19081,55485,26403
  北海市,  Beihai,32541,32541,28300,22654
  防城港市,  Fangchenggang,3620,3620,8602,4513
  钦州市,  Qinzhou,29280,26112,28737,11631
  贵港市,  Guigang,,,25128,12153
  玉林市,  Yulin,18020,18020,36543,24752
  百色市,  Baise,39383,33532,44131,17700
  贺州市,  Hezhou,13746,13746,25128,17589
  河池市,  Hechi,18477,5908,31945,11913
  来宾市,  Laibin,11914,11914,24771,13030
  崇左市,  Chongzuo,43489,20051,8274,6401
海南省,Hainan,,,,
  海口市,  Haikou,132514,132514,74350,74350
  三亚市,  Sanya,48543,48543,7092,7092
  三沙市,  Sansa,,,,
  儋州市,  Danzhou,,,2273,
重庆市,Chongqing,732475,732475,401632,265421
四川省,Sichuan,,,,
  成都市,  Chengdu,791593,,239981,
  自贡市,  Zigong,34659,34659,24758,17785
  攀枝花市,  Panzhihua,25128,25128,18156,18156
  泸州市,  Luzhou,46745,42221,71441,33629
  德阳市,  Deyang,88810,76007,28683,10616
  绵阳市,  Mianyang,129020,121805,48705,27760
  广元市,  Guangyuan,13112,13112,23202,9304
  遂宁市,  Suining,13821,13821,25636,12521
  内江市,  Neijiang,29179,20263,33030,17408
  乐山市,  Leshan,41804,41804,35910,26131
  南充市,  Nanchong,73362,73362,61179,43933
  眉山市,  Meishan,23811,23811,31566,15274
  宜宾市,  Yibin,25687,25687,65947,26722
  广安市,  Guang'an,9165,9165,40883,7835
  达州市,  Dazhou,23647,23647,63756,12727
  雅安市,  Ya'an,48221,48221,12173,8622
  巴中市,  Bazhong,3638,3638,31395,8401
  资阳市,  Ziyang,6574,6574,27527,14835
贵州省,Guizhou,,,,
  贵阳市,  Guiyang,404401,59063,137953,40947
  六盘水市,  Liupanshui,13633,,34052,13412
  遵义市,  Zunyi,86535,86535,76430,30112
  安顺市,  Anshun,15683,15683,23262,13460
  毕节市,  Bijie,33966,9027,64155,3467
  铜仁市,  Tongren,35519,,39336,16214
云南省,Yunnan,,,,
  昆明市,  Kunming,465464,465464,173398,130806
  曲靖市,  Qujing,27239,20825,68502,57596
  玉溪市,  Yuxi,15687,15687,65586,30737
  保山市,  Baoshan,12919,12919,42006,14943
  昭通市,  Zhaotong,,,25639,15000
  丽江市,  Lijiang,24975,,7570,5638
  普洱市,  Pu'er,10655,10655,22539,14876
  临沧市,  Lincang,7155,7155,16616,12003
西藏自治区,Tibet,,,,
  拉萨市,  Lasa,37205,37205,7195,7195
  日喀则市,  Rikaze,,,2140,2140
  昌都市,  Changdu,,,,
  林芝市,  Linzhi,,,,
  山南市,  Shannan,,,,
陕西省,Shaanxi,,,,
  西安市,  Xi'an,831569,793547,158675,147127
  铜川市,  Tongchuan,4562,4562,263,152
  宝鸡市,  Baoji,32096,32096,41045,28300
  咸阳市,  Xianyang,131283,131283,47933,15194
  渭南市,  Weinan,16300,16300,23316,10123
  延安市,  Yan'an,23146,23146,17873,3634
  汉中市,  Hanzhong,42020,31469,16400,1927
  榆林市,  Yulin,17379,17379,16672,6553
  安康市,  Ankang,21001,21001,18821,5999
  商洛市,  Shangluo,18117,18117,13750,3010
甘肃省,Gansu,,,,
  兰州市,  Lanzhou,424842,424842,49045,45543
  嘉峪关市,  Jiayuguan,2919,2919,2261,2261
  金昌市,  Jinchang,3318,3318,2532,958
  白银市,  Baiyin,3678,3678,12871,4039
  天水市,  Tianshui,43608,43608,31053,15249
  武威市,  Wuwei,16560,16560,13267,6915
  张掖市,  Zhangye,19638,19638,9317,4414
  平凉市,  Pingliang,5670,5670,24500,5313
  酒泉市,  Jiuquan,8469,8469,13193,7994
  庆阳市,  Qingyang,17123,17123,14001,5885
  定西市,  Dingxi,,,12894,3972
  陇南市,  Longnan,6133,3465,21787,5282
青海省,Qinghai,,,,
  西宁市,  Xining,71464,71464,35503,18856
  海东市,  Haidong,4854,4854,17076,4506
宁夏回族自治区,Ningxia,,,,
  银川市,  Yinchuan,98912,86775,41434,30657
  石嘴山市,  Shizuishan,8611,8611,8110,4769
  吴忠市,  Wuzhong,3435,3435,8790,3494
  固原市,  Guyuan,6545,3816,12236,3816
  中卫市,  Zhongwei,,,8173,5073
新疆维吾尔自治区,Xinjiang,,,,
  乌鲁木齐市,  Urumqi,173847,173847,63006,63006
  克拉玛依市,  Karamay,8448,8448,931,931
  吐鲁番市,  Tulufan,,,,
  哈密市,  Hami,,,,
