  盐城市,  Yancheng,54891,54891,195198,84663
  扬州市,  Yangzhou,81717,76370,169186,96223
  镇江市,  Zhenjiang,83052,88944,70915,37633
  泰州市,  Taizhou,49089,49089,106637,45467
  宿迁市,  Suqian,17531,17531,184317,79935
浙江省,Zhejiang,,,,
  杭州市,  Hangzhou,471820,450456,230902,155761
  宁波市,  Ningbo,148954,148954,175285,75208
  温州市,  Wenzhou,79158,79158,195739,52197
  嘉兴市,  Jiaxing,63731,54065,124280,37211
  湖州市,  Huzhou,26673,26673,85867,29411
  绍兴市,  Shaoxing,77532,71424,170237,82328
  金华市,  Jinhua,81281,59065,165549,54237
  衢州市,  Quzhou,12937,12937,70410,30036
  舟山市,  Zhoushan,23301,23301,21424,17527
  台州市,  Taizhou,32018,24203,174938,50100
  丽水市,  Lishui,39750,39750,68248,16626
安徽省,Anhui,,,,
  合肥市,  Hefei,443401,417959,292184,141689
  芜湖市,  Wuhu,154451,154451,69665,20358
  蚌埠市,  Bengbu,63230,63230,121333,35310
  淮南市,  Huainan,80692,80692,79997,68175
  马鞍山市,  Maanshan,50867,50867,86386,45109
  淮北市,  Huaibei,33165,33165,51146,30664
  铜陵市,  Tongling,32559,32559,15914,11691
  安庆市,  Anqing,40896,37249,262735,38284
  黄山市,  Huangshan,18926,18926,44430,16351
  滁州市,  Chuzhou,43735,26168,144072,27951
  阜阳市,  Fuyang,35361,35288,263359,43369
  宿州市,  Suzhou,20446,20446,106395,29886
  六安市,  Lu'an,40076,40076,226991,103430
  亳州市,  Bozhou,11821,11821,151202,46630
  池州市,  Chizhou,21359,21359,68614,35377
  宣城市,  Xuancheng,11265,11265,43067,15252
福建省,Fujian,,,,
  福州市,  Fuzhou,318343,318343,271302,174026
  厦门市,  Xiamen,152546,152546,84599,84599
  莆田市,  Putian,18322,14257,111068,68901
  三明市,  Sanming,24114,18734,49871,9759
  泉州市,  Quanzhou,118697,60315,235934,80965
  漳州市,  Zhangzhou,66106,66106,133156,31337
  南平市,  Nanping,23632,8432,56264,11196
  龙岩市,  Longyan,16588,16588,57060,15239
  宁德市,  Ningde,9178,9178,81735,16370
江西省,Jiangxi,,,,
  南昌市,  Nanchang,520148,498004,99010,47225
  景德镇市,  Jingdezhen,23167,23167,38682,28408
  萍乡市,  Pingxiang,10363,10363,63296,37896
  九江市,  Jiujiang,79596,72185,136303,36509
  新余市,  Xinyu,29146,29146,24560,19807
  鹰潭市,  Yingtan,5073,5073,34183,13895
  赣州市,  Ganzhou,84800,84800,151197,15922
  吉安市,  Ji'an,17711,17711,94589,10889
  宜春市,  Yichun,43994,47942,132413,34007
  抚州市,  Fuzhou,24921,24921,77900,32127
  上饶市,  Shangrao,22761,22761,171233,32017
山东省,Shandong,,,,
  济南市,  Jinan,727227,691637,208931,40463
  青岛市,  Qingdao,300246,300246,259968,142944
  淄博市,  Zibo,90391,83164,155743,109592
  枣庄市,  Zaozhuang,22605,3012,124579,79939
  东营市,  Dongying,25833,24720,72253,37749
  烟台市,  Yantai,166639,135660,232009,87782
  潍坊市,  Weifang,125785,97912,353590,89517
  济宁市,  Jining,88694,32322,199371,54943
  泰安市,  Tai'an,101965,101965,154410,65756
  威海市,  Weihai,61266,45650,69336,30290
  日照市,  Rizhao,22365,22365,84039,53812
  莱芜市,  Laiwu,5144,5144,45136,45136
  临沂市,  Linyi,61503,61503,267945,87406
  德州市,  Dezhou,40014,32279,84726,16557
  聊城市,  Liaocheng,41972,41972,106339,22582
  滨州市,  Binzhou,46625,46625,134187,39368
  菏泽市,  Heze,33409,32297,231349,60536
河南省,Henan,,,,
  郑州市,  Zhengzhou,747637,573420,170508,83757
  开封市,  Kaifeng,86625,86625,167637,75603
  洛阳市,  Luoyang,118507,118507,227647,105160
  平顶山市,  Pingdingshan,59307,59307,133779,50497
  安阳市,  Anyang,62282,62282,119724,38077
  鹤壁市,  Hebi,10701,10701,59446,33740
  新乡市,  Xinxiang,141792,141053,202372,63208
  焦作市,  Jiaozuo,83135,82874,115239,40330
  濮阳市,  Puyang,9876,9876,119253,46743
  许昌市,  Xuchang,33998,33803,144392,29125
  漯河市,  Luohe,29586,29586,77329,50759
  三门峡市,  Sanmenxia,13755,13755,85815,24010
  南阳市,  Nanyang,68279,67721,262563,91845
  商丘市,  Shangqiu,75419,71659,254962,60727
  信阳市,  Xinyang,71509,71303,263817,46852
  周口市,  Zhoukou,31750,31750,284430,43645
  驻马店市,  Zhumadian,31768,31768,226815,42647
湖北省,Hubei,,,,
  武汉市,  Wuhan,966438,966438,244225,244225
  黄石市,  Huangshi,36658,36658,50037,17029
  十堰市,  Shiyan,48923,48923,55364,20853
  宜昌市,  Yichang,59781,59781,93117,41970
  襄阳市,  Xiangyang,64625,64625,154078,80136
  鄂州市,  Ezhou,13116,13116,24833,24833
  荆门市,  Jingmen,21223,21223,61556,22760
  孝感市,  Xiaogan,37700,37700,79790,22462
  荆州市,  Jingzhou,113476,113476,110666,27798
  黄冈市,  Huanggang,48275,48275,136476,14131
  咸宁市,  Xianning,38955,38955,61338,19358
  随州市,  Suizhou,6800,6800,42956,22190
湖南省,Hunan,,,,
  长沙市,  Changsha,573447,479391,248445,154222
  株洲市,  Zhuzhou,74004,74004,50318,14492
  湘潭市,  Xiangtan,122216,122216,50450,24650
  衡阳市,  Hengyang,101423,98068,117854,21317
  邵阳市,  Shaoyang,27107,27107,115662,12608
  岳阳市,  Yueyang,40212,40212,83512,22601
  常德市,  Changde,39521,37475,145236,43171
  张家界市,  Zhangjiajie,11938,11938,24185,6504
  益阳市,  Yiyang,29455,29977,91077,38612
  郴州市,  Chenzhou,21766,21766,59855,39709
  永州市,  Yongzhou,24812,24812,126822,36549
  怀化市,  Huaihua,38145,38145,109890,30540
  娄底市,  Loudi,28191,28191,72729,32622
广东省,Guangdong,,,,
  广州市,  Guangzhou,983051,834886,177227,143378
  韶关市,  Shaoguan,36612,36612,99208,45781
  深圳市,  Shenzhen,82401,82401,113639,113639
  珠海市,  Zhuhai,127115,127115,31430,31430
  汕头市,  Shantou,9606,9606,297673,295130
  佛山市,  Foshan,47297,47297,210468,210468
  江门市,  Jiangmen,34345,34345,84532,34855
  湛江市,  Zhanjiang,76589,76589,198448,61373
  茂名市,  Maoming,33563,28750,361407,113533
  肇庆市,  Zhaoqing,66648,66648,155453,64309
  惠州市,  Huizhou,27012,27012,96918,53132
  梅州市,  Meizhou,22185,22185,124487,31155
  汕尾市,  Shanwei,4558,4558,86886,18656
  河源市,  Heyuan,12398,12398,73345,11402
  阳江市,  Yangjiang,8033,8033,63587,18061
  清远市,  Qingyuan,12229,12229,79605,32082
  东莞市,  Dongguan,60877,60877,77045,77045
  中山市,  Zhongshan,38641,38641,46733,46733
  潮州市,  Chaozhou,16427,16427,206531,136991
  揭阳市,  Jieyang,11813,8095,168633,55076
  云浮市,  Yunfu,7435,7435,103987,28807
广西壮族自治区,Guangxi,,,,
  南宁市,  Nanning,441524,438043,118590,58735
  柳州市,  Liuzhou,65249,65249,144993,101470
  桂林市,  Guilin,161523,160745,127887,46578
  梧州市,  Wuzhou,13469,13469,52201,10576
  北海市,  Beihai,16502,16502,58148,34808
  防城港市,  Fangchenggang,3341,3341,13800,9723
  钦州市,  Qinzhou,17737,14862,96303,37842
  贵港市,  Guigang,2130,2130,151280,72918
  玉林市,  Yulin,16392,16392,199004,67272
  百色市,  Baise,24220,21105,57431,16892
  贺州市,  Hezhou,10024,10024,30131,14629
  河池市,  Hechi,13672,3204,65936,9867
  来宾市,  Laibin,6295,6295,62068,30873
  崇左市,  Chongzuo,35093,17322,23618,5221
海南省,Hainan,,,,
  海口市,  Haikou,146231,146231,44795,44795
  三亚市,  Sanya,41768,41768,13836,13836
  三沙市,  Sansa,,,,
重庆市,Chongqing,707610,697855,1174343,638687
四川省,Sichuan,,,,
  成都市,  Chengdu,701701,376053,446537,248642
  自贡市,  Zigong,31626,31626,74477,41186
  攀枝花市,  Panzhihua,21843,21843,42703,34957
  泸州市,  Luzhou,43178,42498,165711,63780
  德阳市,  Deyang,56002,36259,104583,33374
  绵阳市,  Mianyang,111283,102607,181000,88482
  广元市,  Guangyuan,8547,8547,103290,42260
  遂宁市,  Suining,14634,14634,102929,48023
  内江市,  Neijiang,23428,23428,59099,2
  乐山市,  Leshan,43741,43741,94546,48088
  南充市,  Nanchong,66605,67980,156472,50625
  眉山市,  Meishan,22242,5899,56273,16794
  宜宾市,  Yibin,24020,24020,159353,60632
  广安市,  Guang'an,7945,7945,152226,49995
  达州市,  Dazhou,21348,21348,101840,5169
  雅安市,  Ya'an,42446,42446,21711,9259
  巴中市,  Bazhong,231,231,107133,46899
  资阳市,  Ziyang,959,959,118176,29731
贵州省,Guizhou,,,,
  贵阳市,  Guiyang,325347,318314,83433,52035
  六盘水市,  Liupanshui,9599,9599,81415,26489
  遵义市,  Zunyi,58463,58463,226169,39832
  安顺市,  Anshun,13095,13095,43207,20774
  毕节市,  Bijie,13249,13249,149389,28943
  铜仁市,  Tongren,19812,19812,94186,19121
云南省,Yunnan,,,,
  昆明市,  Kunming,386097,386097,265094,199632
  曲靖市,  Qujing,23829,23829,131637,20624
  玉溪市,  Yuxi,17213,14087,50105,10114
  保山市,  Baoshan,11097,11097,47303,17438
  昭通市,  Zhaotong,6619,,119636,32405
  丽江市,  Lijiang,23422,,23330,5039
  普洱市,  Pu'er,9468,9468,48751,20650
  临沧市,  Lincang,5626,5626,28259,9862
西藏自治区,Tibet,,,,
  拉萨市,  Lasa,19059,19059,13692,13692
陕西省,Shaanxi,,,,
  西安市,  Xi'an,752682,729090,384923,327354
  铜川市,  Tongchuan,3342,3342,18922,18145
  宝鸡市,  Baoji,37030,37030,83101,35074
  咸阳市,  Xianyang,120755,120755,222311,45116
  渭南市,  Weinan,17200,17200,140602,31678
  延安市,  Yan'an,26739,26739,81516,25307
  汉中市,  Hanzhong,43181,22745,102086,12075
  榆林市,  Yulin,16172,16172,124798,45714
  安康市,  Ankang,20150,11369,87376,20998
  商洛市,  Shangluo,16469,16469,56705,12223
甘肃省,Gansu,,,,
  兰州市,  Lanzhou,464824,464824,157768,120252
  嘉峪关市,  Jiayuguan,3210,3210,5618,5618
  金昌市,  Jinchang,3349,3349,11918,5579
  白银市,  Baiyin,2192,2192,69970,19534
  天水市,  Tianshui,41460,41460,111148,47902
  武威市,  Wuwei,16703,16703,54800,26283
  张掖市,  Zhangye,20390,20390,45604,22245
  平凉市,  Pingliang,6550,6550,89314,10464
  酒泉市,  Jiuquan,7037,6883,24222,19791
  庆阳市,  Qingyang,15715,15715,93415,14132
  定西市,  Dingxi,5475,5475,110424,27191
  陇南市,  Longnan,5661,96552,49632,11001
青海省,Qinghai,,,,
  西宁市,  Xining,63918,63918,42261,20045
  海东市,  Haidong,,,31633,21074
宁夏回族自治区,Ningxia,,,,
  银川市,  Yinchuan,92469,84605,107531,81097
  石嘴山市,  Shizuishan,7232,7232,16812,11793
  吴忠市,  Wuzhong,2401,2401,30906,11272
  固原市,  Guyuan,6177,6177,38024,13977
  中卫市,  Zhongwei,,,25890,10403
新疆维吾尔自治区,Xinjiang,,,,
  乌鲁木齐市,  Urumqi,146066,146066,251522,251522
  克拉玛依市,  Karamay,4488,4488,10276,10276
